ds100,name,lat,lon,elevation_m
FHDT,Hainburg-Hainstadt,50.0777791,8.9384127,109.0
TELI,Weinsberg/Ellhofen Gewerbegebiet,49.148741,9.3054372,194.0
FOBD,Oberdorfelden,50.196182,8.8235574,118.0
EDMR,Dortmund-Marten,51.5145302,7.3743716,79.0
BWHO,Wilhelmshorst,52.3317965,13.0682319,48.0
EDRA,Dortmund Rahm,51.5258384,7.3955056,91.0
EDK,Dortmund-Kley,51.4894618,7.3654812,93.0
WMA,Malchin,53.7433643,12.7611747,2.0
WTE,Teterow,53.7684088,12.578006,22.0
WNWO,Neu Wokern,53.7599809,12.5012704,51.0
WLD,Lalendorf,53.7550167,12.3871455,38.0
WB,Bützow,53.8372304,11.998196,6.0
WVE,Ventschow,53.7872351,11.5794626,48.0
WK,Bad Kleinen,53.7666849,11.4661982,60.0
WS,Schwerin Hauptbahnhof,53.6353803,11.4075049,51.0
HC,Celle,52.6209837,10.0625843,41.0
TBEN,Benningen (Neckar),48.9438948,9.2441303,224.0
TMB,Marbach (Neckar),48.9436384,9.2643177,230.0
TFV,Favoritepark,48.9096435,9.1807786,275.0
FWAM,Wachenheim-Mölsheim,49.6355668,8.1673778,172.0
KHIR,Boppard-Hirzenach,50.1756976,7.6473598,88.0
TSLT,Schlatt,48.3435221,9.0250711,552.0
THSS,Hausen-Starzeln,48.3019581,9.0679472,670.0
TGSF,Gauselfingen,48.2761859,9.1632722,702.0
TNFH,Neufra (Hohenzollern),48.2461008,9.1863188,687.0
TGMT,Gammertingen,48.2505969,9.2174441,675.0
THTN,Hettingen (Hohenzollern),48.2175097,9.2295342,665.0
LHZ,Holzdorf (Elster),51.7804605,13.1141772,78.0
LLI,Linda (Elster),51.8530559,13.0851978,84.0
LOEH,Oehna,51.932056,13.0486326,91.0
BLD,Luckenwalde,52.0904426,13.1601561,51.0
TTD,Tübingen-Derendingen,48.5035586,9.0505685,329.0
FKAU,Kaub,50.0835884,7.7682771,78.0
FDK,Darmstadt-Kranichstein,49.9071438,8.6798879,141.0
KWEH,Weißenthurm,50.4213851,7.4509118,70.0
AOL,Oldenburg (Holstein),54.2839697,10.8826658,4.0
KSIZ,Sinzig (Rhein),50.5467492,7.2582376,66.0
KBRO,Brohl,50.4815856,7.3324639,70.0
KNL,Niederlahnstein,50.3163608,7.5994894,71.0
KOL,Oberlahnstein,50.2999665,7.6040893,71.0
KLEU,Leubsdorf (Rhein),50.5473896,7.2859574,52.0
KURR,Urmitz Rheinbrücke,50.4185765,7.5278501,69.0
SMK,Moselkern,50.1955652,7.3713789,90.0
SPOM,Pommern (Mosel),50.1692669,7.268865,101.0
BRC,Potsdam-Rehbrücke,52.3582619,13.0981281,45.0
TELL,Ellhofen,49.1499462,9.31603,190.0
TSUE,Sülzbach,49.1483988,9.3405893,202.0
HSFD,Steinfeld (Oldb),52.5925522,8.1979168,44.0
DLO,Lohmen,50.9891773,13.9876892,203.0
DRR,Dürrröhrsdorf,51.0282123,14.0076368,241.0
KHIS,Hilden Süd,51.163696,6.9377124,57.0
DSTL,Stolpen,51.0371084,14.0870932,276.0
DNE,Neustadt (Sachs),51.0213807,14.213475,341.0
DSEB,Sebnitz,50.9758516,14.2721402,326.0
BCHB,Berlin-Charlottenburg,52.5043157,13.3026447,37.0
DBTS,Bertsdorf,50.8683134,14.7465719,340.0
FKAH,Hanau Klein-Auheim,50.1008734,8.9343437,107.0
